,i,j,MI_S,MI_B,delta
1081,trijet_bijet_dR,ak4_jet1_eta,0.011259658431580399,0.0021303431708765835,0.009129315260703815
666,ak4_jet2_pt,jj_l_dPhi,0.013286484068794253,0.00415756813194771,0.009128915936846543
82,ak4_jet0_pt,trijet_bijet_dR,0.05137481933279418,0.060480494673397875,0.009105675340603692
1567,nAK4_nonbtag,WW_mInv,0.008341788365150484,0.017442132855070687,0.009100344489920203
7,bjet0_pt,min_b_lnu_dPhi,0.016407092253095435,0.0073150391747571555,0.00909205307833828
1211,jj_lnu_dR,ak4_jet0_eta,0.022960995627141163,0.013870550670427459,0.009090444956713704
265,ak4_jet1_bscore,ak4_jet3_pt,0.012577174512098693,0.0034870232561013542,0.009090151255997339
1092,trijet_bijet_dR,bb_lnu_dEta,0.01211744340590979,0.003035887707399928,0.009081555698509863
1381,jj_l_dEta,ak4_jet1_phi,0.009059181913573394,5.1523090016381e-06,0.009054029604571755
995,all_pt,ak4_jet2_phi,0.00904058774619404,6.134034862721738e-06,0.009034453711331318
1911,ak4_jet1_phi,bjets_pt_bb,0.009023589106711,5.9242908168610775e-06,0.009017664815894139
1332,ak4_jet3_bscore,bjet_bijet_dEta,0.009395416613704782,0.0003797505582572268,0.009015666055447555
846,ak4_jet0_bscore,met_phi,0.009024652023856945,1.1518810976655913e-05,0.00901313321288029
1886,met_phi,bjets_dEta,0.008994285799769065,6.856833046638144e-06,0.008987428966722426
1457,blnu_bl_mInv,ak4_jet2_phi,0.008987531801472312,6.1028288449033186e-06,0.008981428972627409
84,ak4_jet0_pt,jj_lnu_dEta,0.010559796897075417,0.0015798625986741706,0.008979934298401247
1781,lep0_phi,blnu_mT,0.008979549594670677,9.028517597979568e-06,0.008970521077072698
519,min_b_lnu_dPhi,ak4_jet3_phi,0.008962803767900242,5.872976806133023e-06,0.008956930791094109
1446,blnu_bl_mInv,bjet_bijet_dEta,0.01141089378053832,0.002457475458102612,0.008953418322435708
1491,trijet_mInv,met_phi,0.00895451466293324,7.052694608634946e-06,0.008947461968324605
66,ak4_jet0_pt,ak4_jet2_bscore,0.013411119054915783,0.00446844000745927,0.008942679047456513
1097,trijet_bijet_dR,blnu_mT,0.028503989040019526,0.03743199315914181,0.008928004119122281
1766,ak4_jet1_eta,blnu_pt,0.009374441297466306,0.0004482378706506876,0.008926203426815618
1771,lep0_phi,ak4_jet1_phi,0.03346656567193864,0.02455061694601444,0.0089159487259242
1360,ak4_jet3_bscore,bjet_bijet_dR,0.010317868883558422,0.001408627265370499,0.008909241618187923
1835,ak4_jet3_eta,all_sT,0.009051829340156897,0.00016287767092958844,0.008888951669227308
694,ak4_jet2_pt,trijet_bijet_dPhi,0.026830644586605133,0.017944488404875992,0.008886156181729141
1949,lep0_eta,bjets_dEta,0.011296079999872897,0.002414431686170969,0.008881648313701928
478,ak4_jet1_pt,met_pt,0.02389985595674456,0.015042226831456151,0.008857629125288409
488,ak4_jet1_pt,bb_lnu_dR,0.025880789916334895,0.03472166574869646,0.008840875832361563
927,ak4_jet3_pt,jj_l_dR,0.009901464546128103,0.0010910090330403417,0.008810455513087762
397,lep0_pt,trijet_mInv,0.014244468582766935,0.005458692651889828,0.008785775930877107
68,ak4_jet0_pt,min_b_l_dPhi,0.021082722626859333,0.012325881049089542,0.008756841577769792
484,ak4_jet1_pt,jj_lnu_dPhi,0.012757143407222143,0.004005883677386746,0.008751259729835398
401,lep0_pt,bjet_bijet_dEta,0.009477771597878402,0.0007365176768136666,0.008741253921064736
924,ak4_jet3_pt,jj_lnu_dEta,0.009615921904394871,0.0009145142940815178,0.008701407610313353
596,WW_pt,trijet_bijet_dEta,0.012925943116827467,0.004226414719875161,0.008699528396952306
1816,ak4_jet2_eta,bb_lnu_dR,0.011959959390848207,0.003262590839425157,0.00869736855142305
516,min_b_lnu_dPhi,bjet_bijet_dEta,0.009267349941034491,0.0005700773708071892,0.008697272570227302
291,ak4_jet1_bscore,met_phi,0.008695808606523938,6.10047313560208e-06,0.008689708133388336
650,bjet_bijet_dPhi,all_sT,0.016142967885398266,0.007497817968481351,0.008645149916916915
785,trijet_pt_rat,nAK4_btag,0.009375403620514353,0.0007411134926950808,0.008634290127819272
984,all_pt,bjet_bijet_dEta,0.009131602722516122,0.0005051657390307135,0.008626436983485409
217,ak4_jet2_bscore,trijet_mInv,0.011883776863126676,0.0032593501802784634,0.008624426682848213
1135,blnu_lnu_mT,trijet_bijet_dPhi,0.026239256989210244,0.017628319969208713,0.00861093702000153
325,min_b_l_dPhi,ak4_jet3_pt,0.013611475986531701,0.0050070367335193836,0.008604439253012318
102,ak4_jet0_pt,ak4_jet2_eta,0.008772239293595226,0.0001729409137196103,0.008599298379875615
250,ak4_jet2_bscore,bb_lnu_dR,0.011732506787261267,0.003146958072112016,0.00858554871514925
669,ak4_jet2_pt,jj_lnu_dEta,0.009836416750726138,0.0012708718982335464,0.008565544852492592
979,all_pt,blnu_bl_mInv,0.009341144429995646,0.0007923143214883348,0.008548830108507311
843,ak4_jet0_bscore,ak4_jet2_eta,0.008793267686083288,0.0002515016780210884,0.0085417660080622
965,ak4_jet3_pt,bb_lnu_dR,0.02520164611083517,0.016684038688019927,0.008517607422815241
12,bjet0_pt,trijet_pt_rat,0.01917500355411062,0.010668245525686236,0.008506758028424386
1881,met_phi,bjets_dR,0.008500438083755626,7.353915289269597e-06,0.008493084168466357
38,bjet0_pt,ak4_jet2_eta,0.008627160716240253,0.00014782147459401623,0.008479339241646237
899,min_b_l_dR,lep0_eta,0.01362679568573636,0.0051616312048290355,0.008465164480907325
1663,bjet1_pt,WW_mInv,0.014583496924469454,0.006123666522889357,0.008459830401580097
547,min_b_lnu_dPhi,bjets_mbb,0.042442301761564716,0.033987146229561324,0.008455155532003392
1275,trijet_pt,trijet_bijet_dEta,0.0332477641041405,0.041683520204497504,0.008435756100357003
1080,trijet_bijet_dR,ak4_jet3_phi,0.008392569306715326,5.405524031096287e-06,0.00838716378268423
870,min_b_l_dR,ak4_jet3_pt,0.010370292654385608,0.018751783616903932,0.008381490962518324
790,trijet_pt_rat,ak4_jet1_eta,0.00857037377940148,0.00019316497627767243,0.008377208803123808
960,ak4_jet3_pt,trijet_bijet_dEta,0.01617782556184723,0.00780798520410645,0.008369840357740778
1745,ak4_jet1_eta,ak4_jet2_phi,0.008362866430105809,4.957770240766879e-06,0.008357908659865042
1763,ak4_jet1_eta,bb_lnu_dR,0.013309899303918387,0.004954165664521205,0.008355733639397182
1262,trijet_pt,ak4_jet2_phi,0.008292907277432784,4.4042421515899655e-06,0.008288503035281194
1146,blnu_lnu_mT,trijet_bijet_dEta,0.013452419408344435,0.005182625794573754,0.008269793613770681
1014,all_pt,bjets_pt_bb,0.011006291013399963,0.0027578325349584855,0.008248458478441478
1376,jj_l_dEta,lep0_phi,0.008248157003934914,7.597723460824046e-06,0.00824055928047409
937,ak4_jet3_pt,bjet1_pt,0.2017510479961878,0.2099803197383291,0.008229271742141303
81,ak4_jet0_pt,jj_l_dPhi,0.016858737636193943,0.008635143298986393,0.00822359433720755
1147,blnu_lnu_mT,jj_lnu_dPhi,0.049096028570034714,0.04089861961563733,0.008197408954397384
2062,met_pt,bjet_bijet_dR,0.01402410848060769,0.005829492181259145,0.008194616299348544
1458,blnu_bl_mInv,lep0_eta,0.013807384679346297,0.005617226610857822,0.008190158068488475
36,bjet0_pt,ak4_jet1_eta,0.00873012000369297,0.0005567723886066855,0.008173347615086285
200,ak4_jet2_bscore,all_mT,0.011782897885333772,0.0036256669395366183,0.008157230945797154
1958,trijet_bijet_dPhi,all_jets_HT,0.03039775943002736,0.03848238793049811,0.008084628500470748
1747,ak4_jet1_eta,trijet_bijet_dPhi,0.00812826890560777,5.280762076829287e-05,0.008075461284839477
1015,all_pt,bjets_mbb,0.008533049943298683,0.0004623541500210285,0.008070695793277655
1438,WW_mT,bb_lnu_dR,0.027898259895462844,0.01983972458960971,0.008058535305853133
707,ak4_jet2_pt,bb_lnu_dPhi,0.020277400682033077,0.028323997884592073,0.008046597202558996
467,ak4_jet1_pt,nAK4,0.02407995553692881,0.03208417821944734,0.00800422268251853
1628,bjet_bijet_dEta,lep0_eta,0.011982995333335068,0.003986675511859803,0.007996319821475265
129,all_mInv,ak4_jet2_bscore,0.011636784992320542,0.003645278257971219,0.007991506734349323
1917,ak4_jet2_phi,bb_lnu_dEta,0.007992579282719448,5.201648612285226e-06,0.007987377634107163
810,trijet_pt_rat,trijet_bijet_dEta,0.041972421341271896,0.03401644112878779,0.007955980212484108
1189,jj_lnu_dEta,all_sT,0.012616530558476304,0.004715223988917071,0.007901306569559233
1810,ak4_jet2_eta,all_sT,0.008096107931227569,0.00020100515287635803,0.007895102778351211
1852,nAK4,WW_mInv,0.010580614404386766,0.018468945094821335,0.00788833069043457
916,min_b_l_dR,bb_lnu_dR,0.09236890921089652,0.08449628822310447,0.007872620987792053
966,ak4_jet3_pt,bjets_pt_bb,0.038874676881517606,0.031016714226972223,0.007857962654545383
1193,jj_lnu_dEta,bjets_dEta,0.012696425481386903,0.00484001924352348,0.007856406237863423
237,ak4_jet2_bscore,WW_mInv,0.013468099056116754,0.005638347525631922,0.007829751530484833
387,lep0_pt,trijet_bijet_dR,0.01672045156032344,0.008901567866855985,0.007818883693467456
219,ak4_jet2_bscore,nAK4_nonbtag,0.03349781015053365,0.025690706816158468,0.007807103334375183
1564,nAK4_nonbtag,trijet_bijet_dPhi,0.03144836913338285,0.023678173199178,0.0077701959342048495
1029,jj_l_dPhi,nAK4_nonbtag,0.008241403298524972,0.00047844636640409846,0.007762956932120873
272,ak4_jet1_bscore,trijet_pt,0.01137820773585925,0.003641623413632264,0.007736584322226986
1112,blnu_lnu_mT,trijet_pt,0.11961094606752648,0.12732393293892236,0.007712986871395877
1161,jj_lnu_dEta,blnu_bl_mInv,0.01191321665177518,0.004238976608927299,0.00767424004284788
1996,bb_lnu_dEta,blnu_mT,0.011128181230517013,0.003456462173841223,0.0076717190566757895
903,min_b_l_dR,WW_mInv,0.02026919240451385,0.01261046059282079,0.007658731811693062
1809,ak4_jet2_eta,bjets_dR,0.01217935035913717,0.0045666453710504,0.00761270498808677
1224,jj_lnu_dR,bb_lnu_dEta,0.0220675053711815,0.014458702205024886,0.0076088031661566136
2091,bjets_dR,trijet_bijet_dEta,0.01625906948729395,0.008655311344808701,0.007603758142485248
1326,ak4_jet3_bscore,WW_mT,0.01874577563456321,0.011170853747422556,0.007574921887140654
1976,mjj,all_jets_HT,0.0731041404582373,0.08066079893179973,0.007556658473562433
1629,bjet_bijet_dEta,trijet_bijet_dPhi,0.01253188733364059,0.004979384019671292,0.007552503313969297
2070,blnu_mT,trijet_bijet_dEta,0.01716143473782757,0.009620021267448878,0.007541413470378691
854,ak4_jet0_bscore,all_jets_HT,0.023702721277213037,0.016171225497412154,0.007531495779800883
94,ak4_jet0_pt,nAK4_nonbtag,0.00868468276075194,0.01616642846584533,0.007481745705093391
1250,trijet_pt,nAK4_btag,0.007854004900585285,0.0003810700195016614,0.007472934881083623
1139,blnu_lnu_mT,all_jets_HT,0.03704776796375614,0.044520242575949234,0.007472474612193095
1609,nAK4_btag,jj_lnu_dPhi,0.0076868828566435815,0.00021523790461581982,0.007471644952027762
355,min_b_l_dPhi,trijet_bijet_dPhi,0.04495281940405497,0.05241256009319341,0.00745974068913844
510,min_b_lnu_dPhi,WW_mT,0.014781741289842096,0.00733411949118655,0.007447621798655546
1440,WW_mT,bjets_mbb,0.01357260387166221,0.006129510264802369,0.0074430936068598415
49,bjet0_pt,all_jets_HT,0.1662855487532316,0.15884720425129867,0.007438344501932925
425,lep0_pt,trijet_bijet_dEta,0.010405903098299467,0.002977920983802354,0.007427982114497113
588,WW_pt,WW_mInv,0.02586181583313939,0.0332869604883682,0.007425144655228807
586,WW_pt,mjj,0.011829217102949777,0.019239092925932875,0.007409875822983098
140,all_mInv,ak4_jet0_bscore,0.026865344609452148,0.019456721199412517,0.00740862341003963
1207,jj_lnu_dR,nAK4_nonbtag,0.0084981793225882,0.0011554565911610585,0.007342722731427142
706,ak4_jet2_pt,jj_lnu_dPhi,0.011290341666288815,0.003973233741254453,0.007317107925034361
1762,ak4_jet1_eta,bjet_bijet_dR,0.012673782039011896,0.005378674975443389,0.007295107063568507
50,bjet0_pt,bjets_mean_pt,0.5040944768905096,0.5113650480047124,0.007270571114202817
1304,jj_l_dR,lep0_eta,0.024180637401205074,0.016910233438592007,0.007270403962613067
1839,ak4_jet3_eta,bjets_dEta,0.019315454378775767,0.01207898198594981,0.0072364723928259565
784,trijet_pt_rat,nAK4_nonbtag,0.032920800846925634,0.025711091687841504,0.0072097091590841295
1508,trijet_mInv,bb_lnu_dPhi,0.013589648438746604,0.0063867553661415,0.007202893072605104
1480,trijet_mInv,nAK4_nonbtag,0.005154427171415753,0.012334810428252093,0.007180383256836341
31,bjet0_pt,nAK4_btag,0.008352623838287221,0.0011763366266933223,0.007176287211593899
841,ak4_jet0_bscore,ak4_jet1_eta,0.00744821212903665,0.0002788956358177122,0.007169316493218938
1977,mjj,bjets_mean_pt,0.012316144417787354,0.00515102502575597,0.007165119392031384
453,ak4_jet1_pt,WW_mT,0.1406171022733368,0.14777246850762923,0.007155366234292443
402,lep0_pt,bjet1_pt,0.010693189733174277,0.0035633271300274903,0.007129862603146787
1834,ak4_jet3_eta,bjets_dR,0.011567604811598818,0.004485800802003573,0.007081804009595245
1613,nAK4_btag,bb_lnu_dR,0.008890088526737713,0.001839223214197619,0.007050865312540094
1123,blnu_lnu_mT,bjet1_pt,0.01393070723932413,0.006885180794741146,0.007045526444582985
183,all_mInv,trijet_bijet_dEta,0.014966530478216944,0.00802540873878059,0.006941121739436354
46,bjet0_pt,mjj,0.010554429106022278,0.0036441519215212673,0.006910277184501011
1208,jj_lnu_dR,nAK4_btag,0.007023639955646865,0.00011573605219622474,0.006907903903450641
2110,trijet_bijet_dEta,bb_lnu_dPhi,0.04018589586502141,0.03329695940523454,0.006888936459786867
120,ak4_jet0_pt,trijet_bijet_dEta,0.014528239777070486,0.02141132303513673,0.006883083258066244
174,all_mInv,bb_lnu_dEta,0.009876429907415604,0.0030189850284767054,0.006857444878938898
415,lep0_pt,mjj,0.009872762730698394,0.0030211954073275024,0.006851567323370892
1982,mjj,all_sT,0.06696080468336009,0.07381177092857541,0.00685096624521532
1942,lep0_eta,blnu_mT,0.025613877666284854,0.01876905880477049,0.006844818861514362
749,all_mT,bb_lnu_dEta,0.009746905173517895,0.0029736799794825054,0.006773225194035389
769,trijet_pt_rat,ak4_jet3_pt,0.013301962946997519,0.006532267907290487,0.006769695039707032
4,bjet0_pt,min_b_l_dPhi,0.014353697724296635,0.007599562927642207,0.006754134796654428
2026,all_jets_HT,met_pt,0.038166088156918965,0.03142535830582169,0.006740729851097277
1398,jj_l_dEta,bjets_dEta,0.012941912415396713,0.006204564092623752,0.006737348322772962
1705,ak4_jet0_eta,bjet_bijet_dR,0.016494172530710907,0.009770482590885397,0.0067236899398255105
1461,blnu_bl_mInv,bb_lnu_dEta,0.023337754123044337,0.016616121003871595,0.006721633119172742
1290,jj_l_dR,nAK4_nonbtag,0.007240322483842177,0.0005209928969006957,0.006719329586941481
83,ak4_jet0_pt,blnu_lnu_mT,0.054964107956835234,0.061682845702286285,0.0067187377454510505
805,trijet_pt_rat,met_pt,0.03238553636243002,0.025681049843051734,0.0067044865193782895
606,bjet_bijet_dPhi,all_mT,0.012389782419340488,0.005737621965447238,0.00665216045389325
1511,trijet_mInv,bb_lnu_dR,0.013595605688384058,0.006977785039237374,0.006617820649146684
136,all_mInv,bjet_bijet_dPhi,0.012211370065435045,0.0056378083246422205,0.006573561740792825
1961,trijet_bijet_dPhi,blnu_mT,0.029688199048768033,0.03623528064447438,0.006547081595706345
2011,WW_mInv,met_pt,0.13597920338539285,0.14251614851778968,0.006536945132396832
382,lep0_pt,ak4_jet0_bscore,0.010530311607937558,0.004009067469803524,0.006521244138134034
1575,nAK4_nonbtag,trijet_bijet_dEta,0.014722629786978221,0.008205123114437406,0.006517506672540816
246,ak4_jet2_bscore,jj_lnu_dPhi,0.009066188741194081,0.002551266101818054,0.006514922639376027
211,ak4_jet2_bscore,trijet_pt,0.012533787966624691,0.006038714130931523,0.006495073835693168
861,ak4_jet0_bscore,trijet_bijet_dEta,0.03217796088637068,0.025700187893216233,0.006477772993154444
373,min_b_l_dPhi,bjets_mbb,0.043212736564642765,0.036765159150776966,0.006447577413865799
390,lep0_pt,jj_lnu_dR,0.018130168832452213,0.011716152093548598,0.006414016738903615
1116,blnu_lnu_mT,WW_mT,0.32634517418090336,0.31994987982470563,0.006395294356197734
215,ak4_jet2_bscore,WW_mT,0.012067624828759657,0.005714140540174835,0.006353484288584822
1711,ak4_jet3_phi,lep0_phi,0.011806881851810978,0.018095065362292318,0.0062881835104813405
115,ak4_jet0_pt,met_pt,0.04963327224988108,0.043377454856321995,0.006255817393559085
1870,met_phi,ak4_jet2_phi,0.016634855732393993,0.010433660724939505,0.006201195007454488
880,min_b_l_dR,jj_l_dEta,0.012629687648690907,0.0064708213798189175,0.00615886626887199
715,all_mT,ak4_jet0_bscore,0.0255424091266209,0.019413856339370587,0.0061285527872503125
1232,jj_lnu_dR,all_sT,0.018034545344756785,0.011918955623970839,0.006115589720785946
778,trijet_pt_rat,ak4_jet3_bscore,0.008269224373869212,0.0021547958268647756,0.006114428547004436
1096,trijet_bijet_dR,met_pt,0.020063772332312758,0.013978387687669985,0.006085384644642772
1610,nAK4_btag,bb_lnu_dPhi,0.006922079297209449,0.0008523267650256128,0.006069752532183836
2007,bb_lnu_dEta,bjets_mbb,0.017377334906130488,0.011334942857729107,0.006042392048401381
1490,trijet_mInv,nAK4,0.006005267164493979,0.012011286088111271,0.006006018923617292
1221,jj_lnu_dR,lep0_eta,0.015317924966139578,0.009320117860753912,0.005997807105385666
875,min_b_l_dR,jj_lnu_dEta,0.010920471464343131,0.004934433268261033,0.0059860381960820976
705,ak4_jet2_pt,trijet_bijet_dEta,0.018408876640056127,0.012428256260211722,0.005980620379844405
1581,nAK4_nonbtag,bjets_pt_bb,0.010456196350570681,0.004512250709730032,0.005943945640840649
1814,ak4_jet2_eta,bjets_dEta,0.015281704815273297,0.009343591106980652,0.005938113708292645
1979,mjj,blnu_mT,0.02464442766000228,0.018758811263809547,0.005885616396192731
1960,trijet_bijet_dPhi,met_pt,0.01788731828654107,0.012059596933695349,0.005827721352845722
1400,jj_l_dEta,bb_lnu_dR,0.013812979543391269,0.008022341092337553,0.005790638451053716
424,lep0_pt,all_sT,0.06923873951886123,0.07497493363602487,0.00573619411716364
1998,bb_lnu_dEta,bjets_dR,0.0534315935041995,0.0477038762704544,0.0057277172337451
1444,blnu_bl_mInv,nAK4_nonbtag,0.009593014895352206,0.0038753262627874915,0.0057176886325647144
2104,all_sT,bjet_bijet_dR,0.011731770134416002,0.017428334116038276,0.005696563981622275
758,all_mT,trijet_bijet_dEta,0.013707902344202133,0.008015009297141662,0.005692893047060471
320,min_b_l_dPhi,ak4_jet2_pt,0.014458043980109813,0.008789122610767999,0.0056689213693418145
472,ak4_jet1_pt,trijet_bijet_dPhi,0.03214643342448893,0.026481636730179312,0.00566479669430962
378,lep0_pt,bjet_bijet_dPhi,0.014833516677938308,0.00919996991428515,0.005633546763653158
359,min_b_l_dPhi,all_jets_HT,0.0193306064062167,0.013698343485063241,0.005632262921153458
872,min_b_l_dR,jj_l_dPhi,0.07239742064581257,0.06678191880303458,0.005615501842777995
1312,jj_l_dR,blnu_mT,0.017057579306990985,0.011449924825274637,0.0056076544817163475
429,lep0_pt,bjet_bijet_dR,0.014714420897430552,0.009122796656746358,0.005591624240684195
1794,ak4_jet2_eta,ak4_jet3_eta,0.028160114612577877,0.02261549348884266,0.005544621123735216
700,ak4_jet2_pt,met_pt,0.016057706941612643,0.01052560053632776,0.005532106405284884
1030,jj_l_dPhi,nAK4_btag,0.005574564081335748,6.110752758071991e-05,0.005513456553755028
1054,jj_l_dPhi,all_sT,0.02285729839894218,0.017380312887721593,0.005476985511220587
845,ak4_jet0_bscore,nAK4,0.011907453006745713,0.006458040754332803,0.005449412252412911
961,ak4_jet3_pt,jj_lnu_dPhi,0.0072641831543753775,0.0018437129226666245,0.005420470231708753
134,all_mInv,min_b_lnu_dPhi,0.013832429040597168,0.00841298486468604,0.005419444175911128
132,all_mInv,lep0_pt,0.04159474909147767,0.04698234626442699,0.0053875971729493155
773,trijet_pt_rat,blnu_lnu_mT,0.03770056808502768,0.043056606376013384,0.005356038290985701
1643,bjet_bijet_dEta,bjets_dEta,0.020048800842213863,0.014696907119440144,0.005351893722773719
2102,all_sT,bb_lnu_dPhi,0.016025711846585005,0.021336653272738076,0.005310941426153071
1868,nAK4,blnu_pt,0.004444731301068098,0.009741964910255488,0.00529723360918739
2003,bb_lnu_dEta,bjets_dEta,0.01592359265785106,0.010627332245498701,0.005296260412352358
2087,bjets_dPhi,bjets_pt_bb,0.23932593689634832,0.23403447849567963,0.0052914584006686916
1194,jj_lnu_dEta,bjet_bijet_dR,0.038394529850315516,0.04366826508162891,0.005273735231313394
1145,blnu_lnu_mT,all_sT,0.1898017125438105,0.19505095388264088,0.005249241338830368
855,ak4_jet0_bscore,bjets_mean_pt,0.09148551081639711,0.08627872026870768,0.005206790547689424
1433,WW_mT,trijet_bijet_dEta,0.022428392841105222,0.027583352429293655,0.005154959588188433
1856,nAK4,blnu_mT,0.0027837683414396394,0.007929459982601035,0.005145691641161396
1864,nAK4,bjet_bijet_dR,0.0063294524301222045,0.0012066767619340127,0.005122775668188192
187,all_mInv,bjet_bijet_dR,0.026041791915040392,0.020923035924652902,0.00511875599038749
1648,bjet_bijet_dEta,blnu_pt,0.009939507905229582,0.004844555458993177,0.005094952446236405
1740,ak4_jet1_eta,ak4_jet2_eta,0.03829938421622604,0.033235191596289446,0.005064192619936597
1473,blnu_bl_mInv,bjets_dEta,0.014933741012030832,0.00990431746021015,0.005029423551820681
762,all_mT,bjet_bijet_dR,0.02601178957628912,0.02099995102757296,0.00501183854871616
319,min_b_l_dPhi,bjet_bijet_dPhi,0.08154684342550125,0.07653505028068394,0.005011793144817311
799,trijet_pt_rat,trijet_bijet_dPhi,0.23327897840537548,0.22827050620285538,0.005008472202520098
779,trijet_pt_rat,jj_l_dEta,0.013301648792050886,0.00834087532082916,0.0049607734712217265
550,WW_pt,ak4_jet2_pt,0.08592873768251029,0.08099717842363335,0.004931559258876936
1291,jj_l_dR,nAK4_btag,0.004973524747982003,4.715495911239431e-05,0.004926369788869608
2138,bjet_bijet_dR,blnu_pt,0.03816253233835169,0.04307501492204023,0.004912482583688538
1163,jj_lnu_dEta,lep0_iso,0.00487701209669375,6.341048541733119e-06,0.004870671048152017
1552,nAK4_nonbtag,bjet1_pt,0.011476158699218728,0.006623054901640318,0.0048531037975784105
53,bjet0_pt,bjets_dPhi,0.02088761140267213,0.01603923450493282,0.004848376897739308
48,bjet0_pt,WW_mInv,0.01385403872340997,0.0090464930334896,0.004807545689920371
332,min_b_l_dPhi,trijet_pt,0.026519326154876496,0.021731154732252782,0.004788171422623715
1437,WW_mT,bjet_bijet_dR,0.01585984083325595,0.011084203599244398,0.0047756372340115524
1761,ak4_jet1_eta,bjets_dEta,0.013578727921313524,0.008803289666885754,0.00477543825442777
316,min_b_l_dPhi,ak4_jet1_pt,0.01710156538913083,0.012327616433163994,0.004773948955966837
786,trijet_pt_rat,bjet_bijet_dEta,0.014493751561552602,0.009743167547126494,0.004750584014426108
1277,trijet_pt,bb_lnu_dPhi,0.023019572259873583,0.027769508150273764,0.004749935890400181
2089,bjets_dPhi,blnu_pt,0.032135723586776986,0.027386483764407697,0.00474923982236929
656,bjet_bijet_dPhi,bb_lnu_dR,0.0332760050898348,0.028531417400878455,0.004744587688956341
380,lep0_pt,all_mT,0.04247484979486167,0.04721744136265876,0.0047425915677970915
483,ak4_jet1_pt,trijet_bijet_dEta,0.021967920472167023,0.017289951538160882,0.004677968934006141
499,min_b_lnu_dPhi,ak4_jet3_pt,0.011174150267041126,0.006550854800267791,0.004623295466773335
1566,nAK4_nonbtag,bb_lnu_dEta,0.00468923495247069,0.00012476490424331507,0.0045644700482273745
202,ak4_jet2_bscore,ak4_jet0_bscore,0.026729396951232633,0.02217506295682325,0.004554333994409382
1715,ak4_jet3_phi,met_phi,0.010267844833800152,0.005716437915473577,0.004551406918326575
1150,blnu_lnu_mT,bjet_bijet_dR,0.018285506869020512,0.013741097180280989,0.004544409688739523
1616,nAK4_btag,blnu_pt,0.004699457415958022,0.00015737348412066254,0.00454208393183736
1569,nAK4_nonbtag,bjets_mean_pt,0.0073225490923328595,0.002830478482106564,0.004492070610226296
1546,lep0_iso,bb_lnu_dR,0.0045781696895533,9.704014924920984e-05,0.00448112954030409
192,ak4_jet2_bscore,ak4_jet1_bscore,0.0278100399481381,0.02334181259762908,0.004468227350509019
1858,nAK4,bjets_dR,0.0046300968997395366,0.00018357214992124893,0.004446524749818288
955,ak4_jet3_pt,met_pt,0.01077037478737495,0.006388145087007715,0.004382229700367234
1532,lep0_iso,bb_lnu_dEta,0.004403570412592629,3.2987337481416024e-05,0.004370583075111213
1443,blnu_bl_mInv,lep0_iso,0.008274074602277644,0.003958841823585853,0.00431523277869179
1861,nAK4,jj_lnu_dPhi,0.004644645294250533,0.000331414423265633,0.0043132308709849
836,ak4_jet0_bscore,nAK4_btag,0.027493551600576982,0.03179564069955311,0.004302089098976128
1565,nAK4_nonbtag,mjj,0.004884893585857433,0.009181005579705206,0.004296111993847773
374,min_b_l_dPhi,blnu_pt,0.027719276235064788,0.02344159439811662,0.004277681836948169
1085,trijet_bijet_dR,nAK4,0.03667906840258643,0.03240253580708771,0.004276532595498719
495,min_b_lnu_dPhi,all_mT,0.012814380179153092,0.008542871135411374,0.004271509043741718
1368,jj_l_dEta,lep0_iso,0.004304269658879298,3.792368680460845e-05,0.004266345972074689
833,ak4_jet0_bscore,trijet_mInv,0.019448514411213202,0.015191670356771709,0.004256844054441494
1554,nAK4_nonbtag,ak4_jet3_phi,0.004257781088198311,2.550398495651876e-06,0.004255230689702659
421,lep0_pt,blnu_mT,0.0912512136470281,0.09550197956973205,0.0042507659227039585
783,trijet_pt_rat,lep0_iso,0.005162972424982298,0.0009179942338423015,0.004244978191139996
2116,trijet_bijet_dEta,blnu_pt,0.02047517806599714,0.024691887511162566,0.004216709445165428
2074,blnu_mT,bjet_bijet_dR,0.014228816534990845,0.018440368810451704,0.004211552275460859
513,min_b_lnu_dPhi,lep0_iso,0.004305416578931232,0.00011461348646355646,0.004190803092467676
1217,jj_lnu_dR,nAK4,0.006292536111027435,0.002115520008396911,0.004177016102630524
1340,ak4_jet3_bscore,nAK4,0.009617647969559252,0.005470747804917228,0.004146900164642024
1597,nAK4_btag,trijet_bijet_dPhi,0.006826020697227861,0.002684865706249817,0.004141154990978044
1536,lep0_iso,met_pt,0.004396718739784592,0.00025770961660985525,0.004139009123174737
1300,jj_l_dR,nAK4,0.005489134083503114,0.0013861442385212086,0.004102989844981905
456,ak4_jet1_pt,lep0_iso,0.004255377665415314,0.00015623007979079923,0.004099147585624515
2105,all_sT,bb_lnu_dR,0.02103527067404513,0.025125425075574873,0.004090154401529742
944,ak4_jet3_pt,nAK4,0.1253382106721526,0.1294039119153728,0.004065701243220199
1119,blnu_lnu_mT,lep0_iso,0.012291370829235513,0.008239751244354162,0.004051619584881351
1555,nAK4_nonbtag,ak4_jet1_eta,0.004263503639181298,0.00022762023192537083,0.004035883407255927
539,min_b_lnu_dPhi,all_sT,0.016034230780565206,0.012000523530792156,0.00403370724977305
156,all_mInv,lep0_iso,0.005630756154519041,0.0015989244066898951,0.0040318317478291454
