,obs_name,mu,sigma1_min,sigma1_max,sigma2_min,sigma2_max,obs_type,n_variables
111,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,118.9,83.3,171.6,61.56,237.7,llr_factorized,10
112,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,119.0,81.59,173.5,58.79,241.9,llr_factorized,8
113,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.0,83.03,172.6,61.11,239.8,llr_factorized,11
114,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,119.2,81.49,174.9,58.46,245.3,llr_factorized,10
115,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.2,82.59,173.0,59.86,240.4,llr_factorized,9
116,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.2,83.23,172.0,61.26,238.3,llr_factorized,9
117,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.2,82.07,174.9,59.39,244.5,llr_factorized,8
118,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.2,82.94,173.0,60.79,240.4,llr_factorized,11
119,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.2,83.23,173.0,61.26,240.4,llr_factorized,7
120,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.2,83.23,173.0,61.26,238.9,llr_factorized,9
121,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,119.2,82.65,173.0,60.32,241.9,llr_factorized,10
122,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,119.2,82.94,173.0,60.79,240.4,llr_factorized,8
123,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_bjets_mbb_llr,119.2,82.94,173.0,60.79,240.4,llr_factorized,7
124,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,119.2,82.07,173.9,59.39,242.5,llr_factorized,10
125,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,119.2,82.36,173.9,59.86,243.9,llr_factorized,6
126,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.2,83.52,172.0,61.72,238.3,llr_factorized,9
127,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.2,83.23,172.0,61.26,238.3,llr_factorized,6
128,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,119.2,82.94,173.9,60.79,242.5,llr_factorized,7
129,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,119.2,83.23,173.0,61.26,240.4,llr_factorized,9
130,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,119.2,83.23,172.0,61.26,238.3,llr_factorized,9
131,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.2,82.65,173.0,60.32,240.4,llr_factorized,7
132,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_WW_pt_x_bjets_mbb_llr,119.2,82.65,173.0,60.32,240.4,llr_factorized,8
133,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,119.2,83.66,171.1,61.95,236.2,llr_factorized,7
134,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.2,82.94,173.0,60.79,240.4,llr_factorized,8
135,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.2,82.94,173.0,60.79,240.4,llr_factorized,9
136,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,119.2,82.65,173.0,60.32,240.4,llr_factorized,8
137,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.2,82.36,173.0,59.86,241.9,llr_factorized,10
138,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,119.6,82.33,175.4,59.58,246.8,llr_factorized,8
139,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,119.6,83.2,173.5,60.98,241.1,llr_factorized,7
140,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.6,82.62,174.5,60.05,244.7,llr_factorized,9
141,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.6,83.49,173.5,61.45,239.7,llr_factorized,11
142,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,119.6,82.62,174.5,60.05,241.8,llr_factorized,9
143,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.6,82.91,174.5,60.51,243.2,llr_factorized,7
144,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.6,82.62,174.5,60.05,244.7,llr_factorized,10
145,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_mbb_x_bjets_dPhi_llr,119.6,81.75,176.4,58.64,248.8,llr_factorized,6
146,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,119.6,83.06,173.5,60.75,241.1,llr_factorized,7
147,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.6,83.49,172.6,61.45,240.5,llr_factorized,10
148,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.6,83.78,172.6,61.92,237.5,llr_factorized,8
149,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,119.6,80.83,176.4,56.78,247.4,llr_factorized,8
150,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,119.6,82.91,174.5,60.51,244.7,llr_factorized,8
151,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,119.6,82.91,174.5,60.51,243.2,llr_factorized,9
152,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_bjets_mbb_llr,119.6,83.43,173.5,60.98,239.7,llr_factorized,6
153,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.8,83.62,172.8,61.54,240.9,llr_factorized,8
154,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.8,83.43,173.7,61.28,241.4,llr_factorized,8
155,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,119.8,81.55,176.6,58.24,247.6,llr_factorized,8
156,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.8,83.48,172.8,61.31,240.9,llr_factorized,10
157,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.8,83.19,173.8,60.84,241.5,llr_factorized,10
158,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,119.8,83.23,173.7,60.58,241.4,llr_factorized,9
159,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_bjets_mbb_llr,119.8,82.71,174.6,60.11,245.0,llr_factorized,7
160,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,119.8,81.84,176.6,58.71,247.6,llr_factorized,8
161,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,119.8,83.0,174.6,60.58,243.5,llr_factorized,7
162,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.8,82.17,175.7,59.2,245.7,llr_factorized,6
163,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,119.8,83.0,174.6,60.58,243.5,llr_factorized,6
164,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_WW_pt_x_bjets_mbb_llr,119.8,83.33,173.8,61.08,241.5,llr_factorized,9
165,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,119.8,83.33,173.8,61.08,241.5,llr_factorized,9
166,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.8,83.0,174.6,60.58,243.5,llr_factorized,11
167,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,119.9,83.98,173.0,62.06,238.1,llr_factorized,7
168,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,119.9,83.42,174.0,61.14,243.3,llr_factorized,10
169,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.0,83.73,174.0,61.62,241.8,llr_factorized,9
170,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_llr,120.0,82.88,175.0,60.23,244.0,llr_factorized,7
171,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.0,83.44,174.0,61.16,240.3,llr_factorized,6
172,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.0,83.73,174.0,61.62,241.8,llr_factorized,8
173,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,120.0,82.88,175.0,60.23,245.5,llr_factorized,10
174,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.2,84.22,173.5,62.24,240.3,llr_factorized,9
175,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.64,173.5,61.3,241.8,llr_factorized,8
176,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.05,175.4,60.36,246.0,llr_factorized,8
177,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,120.2,83.05,175.4,60.36,244.5,llr_factorized,8
178,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.34,174.4,60.83,242.4,llr_factorized,11
179,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,120.2,84.1,174.4,61.3,242.4,llr_factorized,8
180,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_WW_pt_x_bjets_mbb_llr,120.2,83.58,173.5,60.83,241.8,llr_factorized,8
181,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.2,84.16,174.4,61.77,240.9,llr_factorized,11
182,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.64,174.4,61.3,242.4,llr_factorized,10
183,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,120.2,83.34,174.4,60.83,243.9,llr_factorized,8
184,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.93,173.5,61.77,240.3,llr_factorized,9
185,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,120.2,82.03,176.3,58.72,245.1,llr_factorized,7
186,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.93,173.5,61.77,240.3,llr_factorized,9
187,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,120.2,83.64,174.4,61.3,243.9,llr_factorized,9
188,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,120.2,83.81,174.4,60.83,242.4,llr_factorized,8
189,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.34,174.4,60.83,240.9,llr_factorized,10
190,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.64,174.4,61.3,240.9,llr_factorized,9
191,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.34,176.3,60.83,246.6,llr_factorized,9
192,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.2,84.16,173.5,61.77,240.3,llr_factorized,10
193,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,120.2,83.05,175.4,60.36,244.5,llr_factorized,10
194,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_WW_pt_x_bjets_mbb_llr,120.2,84.22,172.5,62.24,238.1,llr_factorized,8
195,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.2,84.07,173.5,62.0,240.3,llr_factorized,8
196,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.49,175.4,61.06,243.0,llr_factorized,8
197,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,120.2,84.67,173.5,62.24,240.3,llr_factorized,9
198,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.2,83.64,174.4,61.3,242.4,llr_factorized,9
199,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_blnu_bl_mInv_x_bjets_mbb_llr,120.2,83.34,175.9,60.83,246.3,llr_factorized,7
200,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.2,81.89,177.3,58.48,248.7,llr_factorized,9
201,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.2,82.76,175.4,59.89,246.0,llr_factorized,11
202,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.5,83.81,174.8,61.43,241.4,llr_factorized,9
203,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,120.5,83.37,175.7,60.72,245.0,llr_factorized,8
204,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.5,83.23,175.7,60.49,245.0,llr_factorized,10
205,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.5,84.1,174.8,61.9,241.4,llr_factorized,7
206,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.6,83.9,175.0,61.49,244.7,llr_factorized,9
207,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,120.6,83.9,175.0,61.49,243.2,llr_factorized,9
208,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.6,83.6,175.9,61.02,245.3,llr_factorized,10
209,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.6,83.46,175.0,60.78,244.7,llr_factorized,8
210,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.6,83.6,175.0,61.02,243.2,llr_factorized,12
211,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,120.6,83.75,175.0,61.25,243.2,llr_factorized,10
212,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.6,84.48,174.0,62.43,241.0,llr_factorized,9
213,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.6,84.19,174.0,61.96,242.5,llr_factorized,10
214,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.6,83.9,175.0,61.49,243.2,llr_factorized,8
215,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_llr,120.6,82.73,176.9,59.61,247.4,llr_factorized,10
216,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,120.6,82.14,176.9,58.66,248.8,llr_factorized,10
217,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,120.6,83.6,175.9,61.02,243.8,llr_factorized,8
218,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,120.6,82.43,177.8,59.13,249.4,llr_factorized,10
219,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,120.6,83.9,175.0,61.49,244.7,llr_factorized,9
220,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,120.6,83.6,175.9,61.02,245.3,llr_factorized,8
