,obs_name,mu,sigma1_min,sigma1_max,sigma2_min,sigma2_max,obs_type,n_variables
26501,jj_l_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_llr,273.2,195.7,383.3,146.8,514.4,llr_factorized,7
26502,jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_bjets_mbb_llr,273.2,195.7,383.3,146.8,514.4,llr_factorized,5
26503,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_llr,273.2,196.7,383.3,146.8,514.4,llr_factorized,7
26504,jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,273.2,196.2,381.1,146.8,512.9,llr_factorized,10
26505,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_min_b_l_dR_x_WW_pt_x_trijet_bijet_dR_llr,273.2,196.2,381.1,146.8,512.9,llr_factorized,6
26506,jj_l_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_llr,273.2,195.7,383.3,146.8,514.4,llr_factorized,9
26507,jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_bjets_mbb_x_bjets_dPhi_llr,273.2,196.2,383.3,146.8,514.4,llr_factorized,5
26508,jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,273.2,195.7,383.3,146.8,514.4,llr_factorized,9
26509,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_llr,273.2,196.5,381.1,147.3,512.9,llr_factorized,7
26510,jj_lnu_dR_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,273.2,196.7,383.3,146.8,514.4,llr_factorized,7
26511,jj_l_dR_x_jj_lnu_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,273.2,196.0,383.3,147.3,514.4,llr_factorized,5
26512,WW_mInv_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_bjets_dPhi_llr,273.2,193.7,389.8,143.6,532.8,llr_factorized,5
26513,jj_lnu_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_llr,273.2,196.7,383.3,146.8,514.4,llr_factorized,5
26514,jj_l_dR_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,273.2,196.7,383.3,146.8,514.4,llr_factorized,6
26515,bjets_pt_bb_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,273.2,196.7,383.3,146.8,514.4,llr_factorized,6
26516,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.2,195.0,385.4,145.7,522.9,llr_factorized,8
26517,jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,273.2,196.0,381.1,147.3,512.9,llr_factorized,7
26518,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.2,195.0,383.3,145.7,517.9,llr_factorized,8
26519,jj_l_dR_x_jj_lnu_dR_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_dPhi_llr,273.2,195.4,383.3,146.2,517.9,llr_factorized,8
26520,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_WW_pt_x_trijet_bijet_dR_llr,273.2,195.0,385.4,145.7,522.9,llr_factorized,7
26521,jj_lnu_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.2,195.7,383.3,146.8,514.4,llr_factorized,8
26522,jj_lnu_dR_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,273.2,196.2,383.3,146.8,514.4,llr_factorized,7
26523,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_llr,273.5,195.9,383.6,146.9,514.9,llr_factorized,7
26524,jj_lnu_dR_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_mbb_x_bjets_dPhi_llr,273.5,195.9,383.6,146.9,514.9,llr_factorized,6
26525,WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_x_trijet_bijet_dR_llr,273.5,195.2,385.8,145.8,519.9,llr_factorized,7
26526,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_WW_pt_llr,273.5,195.9,383.6,146.9,514.9,llr_factorized,5
26527,WW_mInv_x_jj_l_dPhi_x_WW_pt_x_trijet_bijet_dR_llr,273.5,195.2,385.8,145.8,523.4,llr_factorized,4
26528,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.5,195.9,383.6,146.9,518.4,llr_factorized,9
26529,WW_mInv_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,273.6,194.0,390.3,143.8,530.1,llr_factorized,6
26530,jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_llr,273.6,196.3,381.6,147.5,510.1,llr_factorized,7
26531,jj_l_dR_x_jj_lnu_dR_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,273.6,195.9,383.8,147.0,515.1,llr_factorized,7
26532,jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_mbb_x_bjets_dPhi_llr,273.6,196.4,383.8,147.0,515.1,llr_factorized,4
26533,bjets_pt_bb_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,273.6,196.9,383.8,147.0,511.6,llr_factorized,5
26534,jj_l_dR_x_jj_lnu_dR_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.6,196.4,383.8,147.0,515.1,llr_factorized,9
26535,jj_lnu_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,273.6,194.6,386.0,144.8,523.6,llr_factorized,8
26536,jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_bjets_dPhi_llr,273.6,195.9,383.8,147.0,515.1,llr_factorized,7
26537,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_mbb_x_bjets_dPhi_llr,273.6,195.9,383.8,147.0,515.1,llr_factorized,7
26538,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_WW_pt_x_trijet_bijet_dR_llr,273.6,195.9,383.8,147.0,515.1,llr_factorized,7
26539,WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.6,195.9,383.8,147.0,518.6,llr_factorized,7
26540,bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,273.6,196.6,381.6,148.0,513.6,llr_factorized,9
26541,jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.6,194.0,388.1,143.8,528.6,llr_factorized,9
26542,jj_lnu_dR_x_bjets_dR_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_dPhi_llr,273.6,195.9,383.8,147.0,515.1,llr_factorized,5
26543,jj_l_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_llr,273.6,196.6,381.6,148.0,513.6,llr_factorized,5
26544,bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,273.6,196.9,383.8,147.0,515.1,llr_factorized,6
26545,jj_lnu_dR_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,273.6,195.9,383.8,147.0,515.1,llr_factorized,8
26546,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_dPhi_llr,273.6,195.9,383.8,147.0,515.1,llr_factorized,6
26547,jj_l_dR_x_jj_lnu_dR_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.6,196.9,382.7,147.0,514.3,llr_factorized,10
26548,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_llr,273.6,195.9,383.8,147.0,518.6,llr_factorized,6
26549,jj_l_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,273.6,196.3,383.8,147.5,511.6,llr_factorized,7
26550,jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.6,196.9,381.6,147.0,513.6,llr_factorized,8
26551,bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_bjets_mbb_x_bjets_dPhi_llr,273.6,196.6,381.6,148.0,513.6,llr_factorized,5
26552,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,273.6,195.9,383.8,147.0,515.1,llr_factorized,8
26553,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_llr,273.6,196.4,383.8,147.0,515.1,llr_factorized,9
26554,jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_llr,273.8,196.4,381.8,147.6,513.8,llr_factorized,8
26555,jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,273.8,196.1,384.0,147.1,515.5,llr_factorized,9
26556,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.8,197.0,384.0,147.0,511.8,llr_factorized,9
26557,bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_llr,273.8,196.4,381.8,147.6,513.8,llr_factorized,7
26558,bjets_pt_bb_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,273.8,197.0,384.0,147.0,515.3,llr_factorized,9
26559,WW_mInv_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_dPhi_llr,273.8,195.4,386.2,146.0,524.0,llr_factorized,5
26560,jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_WW_pt_llr,273.8,196.0,384.0,147.0,515.3,llr_factorized,5
26561,jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,273.8,196.5,384.0,147.0,515.3,llr_factorized,9
26562,jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.8,196.4,381.8,147.6,513.8,llr_factorized,6
26563,jj_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,273.8,196.1,384.0,147.1,515.5,llr_factorized,5
26564,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,273.8,196.5,384.0,147.0,515.3,llr_factorized,6
26565,bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_mbb_llr,273.8,196.1,384.0,147.1,515.5,llr_factorized,6
26566,jj_lnu_dR_x_jj_lnu_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,273.8,197.0,384.0,147.0,515.3,llr_factorized,7
26567,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_WW_pt_llr,273.8,196.0,384.0,147.0,515.3,llr_factorized,6
26568,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.9,196.1,384.1,147.1,515.6,llr_factorized,7
26569,jj_l_dR_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,273.9,197.2,384.2,147.1,515.7,llr_factorized,7
26570,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.9,195.5,386.3,146.0,520.6,llr_factorized,8
26571,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.9,197.1,384.1,147.1,515.6,llr_factorized,9
26572,jj_lnu_dR_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_bjets_dPhi_llr,273.9,196.1,384.1,147.1,515.6,llr_factorized,6
26573,jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.9,195.5,386.3,146.0,522.4,llr_factorized,9
26574,jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,273.9,196.5,382.0,147.7,514.2,llr_factorized,9
26575,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_llr,273.9,193.8,388.5,143.4,529.1,llr_factorized,9
26576,jj_l_dR_x_min_b_l_dR_x_trijet_bijet_dR_x_bjets_mbb_llr,273.9,196.5,382.0,147.6,514.0,llr_factorized,4
26577,jj_l_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_llr,273.9,196.2,384.2,147.1,519.2,llr_factorized,8
26578,jj_l_dR_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,273.9,196.1,384.1,147.1,515.6,llr_factorized,9
26579,jj_l_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.9,196.5,382.0,147.6,514.0,llr_factorized,7
26580,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,273.9,196.2,384.2,147.1,515.7,llr_factorized,7
26581,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.9,196.1,384.1,147.1,515.6,llr_factorized,8
26582,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_dPhi_llr,273.9,196.7,384.2,147.1,515.7,llr_factorized,9
26583,WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,273.9,193.7,390.8,143.9,534.2,llr_factorized,8
26584,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dR_llr,273.9,196.2,384.2,147.1,515.7,llr_factorized,5
26585,bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,273.9,196.5,382.0,147.6,514.0,llr_factorized,9
26586,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,273.9,193.0,390.8,142.9,534.2,llr_factorized,8
26587,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_x_trijet_bijet_dR_llr,273.9,196.1,384.1,147.1,519.1,llr_factorized,8
26588,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,274.0,196.7,384.3,147.2,515.8,llr_factorized,8
26589,jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dR_llr,274.0,196.5,382.1,147.7,514.2,llr_factorized,5
26590,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_bjets_dPhi_llr,274.0,197.2,383.2,147.2,515.0,llr_factorized,7
26591,jj_lnu_dPhi_x_min_b_l_dR_x_WW_pt_x_bjets_mbb_llr,274.0,196.5,382.1,147.7,514.2,llr_factorized,4
26592,jj_lnu_dR_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_llr,274.0,197.2,384.3,147.2,515.8,llr_factorized,5
26593,jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_bjets_dPhi_llr,274.0,196.2,384.3,147.2,515.8,llr_factorized,4
26594,jj_l_dR_x_jj_lnu_dR_x_jj_l_dPhi_x_min_b_l_dR_x_WW_pt_x_trijet_bijet_dR_llr,274.0,197.2,384.3,147.2,515.8,llr_factorized,6
26595,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,274.0,196.5,382.1,147.7,514.2,llr_factorized,9
26596,jj_lnu_dR_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,274.0,196.7,384.3,147.2,515.8,llr_factorized,5
26597,bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,274.0,196.5,382.1,147.7,514.3,llr_factorized,7
26598,jj_lnu_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,274.0,196.2,384.3,147.2,515.8,llr_factorized,7
26599,jj_lnu_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,274.0,196.2,384.3,147.2,515.8,llr_factorized,7
26600,jj_l_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_dPhi_llr,274.2,197.4,384.7,147.3,516.3,llr_factorized,7
26601,bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_llr,274.2,197.4,384.7,147.3,516.3,llr_factorized,6
26602,WW_mInv_x_jj_lnu_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_mbb_x_bjets_dPhi_llr,274.2,195.1,386.8,145.2,524.8,llr_factorized,7
26603,jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,274.2,196.4,384.7,147.3,519.8,llr_factorized,10
26604,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_llr,274.2,196.4,384.7,147.3,516.3,llr_factorized,8
26605,WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,274.2,194.4,391.2,144.1,531.3,llr_factorized,7
26606,jj_lnu_dR_x_jj_l_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,274.2,196.4,384.7,147.3,516.3,llr_factorized,6
26607,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_trijet_bijet_dR_x_bjets_dPhi_llr,274.2,196.4,384.7,147.3,519.8,llr_factorized,6
26608,WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_x_bjets_dPhi_llr,274.2,193.8,391.2,143.0,534.8,llr_factorized,6
26609,jj_l_dR_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_dPhi_llr,274.2,196.9,384.7,147.3,516.3,llr_factorized,8
26610,WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_WW_pt_x_trijet_bijet_dR_llr,274.2,195.7,386.8,146.2,524.8,llr_factorized,5
26611,jj_l_dR_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,274.2,195.1,386.8,145.2,521.3,llr_factorized,7
26612,WW_mInv_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,274.2,194.4,391.2,144.1,531.3,llr_factorized,7
26613,WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_llr,274.2,195.1,389.0,145.2,529.8,llr_factorized,8
26614,jj_l_dR_x_WW_mInv_x_bjets_dR_x_trijet_pt_rat_x_trijet_bijet_dR_llr,274.2,196.4,384.7,147.3,516.3,llr_factorized,5
26615,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_dPhi_llr,274.2,196.4,384.7,147.3,519.8,llr_factorized,8
26616,jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,274.2,196.7,382.5,147.8,514.7,llr_factorized,9
26617,jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,274.2,195.7,386.8,146.2,521.3,llr_factorized,9
26618,jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,274.2,196.4,384.7,147.3,519.8,llr_factorized,7
26619,jj_lnu_dR_x_WW_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_llr,274.2,195.7,384.7,146.2,519.8,llr_factorized,5
26620,jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_x_bjets_mbb_llr,274.2,196.4,384.7,147.3,516.3,llr_factorized,7
26621,jj_l_dR_x_bjets_pt_bb_x_trijet_bijet_dR_llr,274.2,197.1,382.5,148.4,514.7,llr_factorized,3
26622,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_WW_pt_x_trijet_bijet_dR_llr,274.2,195.4,389.0,145.7,526.3,llr_factorized,6
